date,symbol,name,open,close,high,low,volume
2021-08-02,605507,国邦药业,25.916,31.502,31.502,25.916,18850.0
2021-08-03,605507,国邦药业,32.216,28.152,32.216,28.152,261097.0
2021-08-04,605507,国邦药业,25.43,25.952,28.145,25.137,244701.0
2021-08-05,605507,国邦药业,25.145,23.852,25.63,23.802,166257.0
2021-08-06,605507,国邦药业,24.073,23.723,24.637,23.287,92863.0
2021-08-09,605507,国邦药业,23.723,22.452,23.73,22.359,117203.0
2021-08-10,605507,国邦药业,22.23,22.33,22.645,21.973,74660.0
2021-08-11,605507,国邦药业,22.28,22.495,22.545,22.023,67561.0
2021-08-12,605507,国邦药业,22.352,22.145,22.466,22.116,59428.0
2021-08-13,605507,国邦药业,22.145,21.73,22.252,21.716,66174.0
2021-08-16,605507,国邦药业,21.716,22.195,22.573,21.295,68676.0
2021-08-17,605507,国邦药业,21.98,21.609,22.13,21.595,53065.0
2021-08-18,605507,国邦药业,21.573,21.787,21.902,21.573,38306.0
2021-08-19,605507,国邦药业,21.68,21.73,22.18,21.68,46163.0
2021-08-20,605507,国邦药业,21.723,21.073,21.723,20.923,57438.0
2021-08-23,605507,国邦药业,20.923,20.895,21.13,20.595,51990.0
2021-08-24,605507,国邦药业,20.895,20.966,21.059,20.73,31553.0
2021-08-25,605507,国邦药业,20.937,20.995,21.116,20.759,30774.0
2021-08-26,605507,国邦药业,20.937,20.652,20.995,20.63,33891.0
2021-08-27,605507,国邦药业,20.609,19.966,20.63,19.945,55629.0
2021-08-30,605507,国邦药业,19.945,19.795,20.337,19.787,29726.0
2021-08-31,605507,国邦药业,19.845,19.152,19.916,19.13,46274.0
2021-09-01,605507,国邦药业,19.173,19.316,19.53,18.973,34398.0
2021-09-02,605507,国邦药业,19.287,19.345,19.409,19.116,24862.0
2021-09-03,605507,国邦药业,19.33,19.652,19.659,19.18,31668.0
2021-09-06,605507,国邦药业,19.702,19.752,19.845,19.487,24718.0
2021-09-07,605507,国邦药业,19.68,20.137,20.359,19.623,37720.0
2021-09-08,605507,国邦药业,20.009,20.002,20.216,19.995,25119.0
2021-09-09,605507,国邦药业,19.973,19.616,19.98,19.609,28008.0
2021-09-10,605507,国邦药业,19.759,19.623,19.759,19.58,16880.0
2021-09-13,605507,国邦药业,19.63,19.616,19.809,19.58,15656.0
2021-09-14,605507,国邦药业,19.68,19.38,19.745,19.373,19255.0
2021-09-15,605507,国邦药业,19.416,19.352,19.502,19.237,16022.0
2021-09-16,605507,国邦药业,19.409,19.252,19.502,19.252,19911.0
2021-09-17,605507,国邦药业,19.252,19.395,19.409,19.073,19615.0
2021-09-22,605507,国邦药业,19.152,19.266,19.337,19.152,12418.0
2021-09-23,605507,国邦药业,19.266,19.337,19.402,19.266,12531.0
2021-09-24,605507,国邦药业,19.409,19.145,19.409,19.145,15111.0
2021-09-27,605507,国邦药业,19.152,18.53,19.273,18.48,24629.0
2021-09-28,605507,国邦药业,18.487,18.287,18.487,18.23,15026.0
2021-09-29,605507,国邦药业,18.23,17.652,18.23,17.652,22807.0
2021-09-30,605507,国邦药业,17.687,17.873,17.909,17.645,11309.0
2021-10-08,605507,国邦药业,17.995,18.145,18.195,17.93,12583.0
2021-10-11,605507,国邦药业,18.145,18.252,18.266,18.13,10173.0
2021-10-12,605507,国邦药业,18.18,17.945,18.18,17.923,12393.0
2021-10-13,605507,国邦药业,17.937,18.395,18.452,17.902,17130.0
2021-10-14,605507,国邦药业,18.337,18.295,18.495,18.23,11254.0
2021-10-15,605507,国邦药业,18.352,18.052,18.352,18.045,10328.0
2021-10-18,605507,国邦药业,18.052,17.959,18.059,17.823,8536.0
2021-10-19,605507,国邦药业,17.866,17.945,18.045,17.802,9418.0
2021-10-20,605507,国邦药业,17.937,17.809,17.937,17.787,10474.0
2021-10-21,605507,国邦药业,17.809,17.73,17.859,17.702,8894.0
2021-10-22,605507,国邦药业,17.652,17.68,17.823,17.652,8769.0
2021-10-25,605507,国邦药业,17.652,17.837,17.845,17.652,7590.0
2021-10-26,605507,国邦药业,17.795,17.752,17.945,17.716,10879.0
2021-10-27,605507,国邦药业,17.673,17.13,17.766,17.095,20377.0
2021-10-28,605507,国邦药业,17.152,16.58,17.223,16.573,16728.0
2021-10-29,605507,国邦药业,16.666,16.602,16.666,16.502,12029.0
2021-11-01,605507,国邦药业,16.573,17.18,17.402,16.559,19984.0
2021-11-02,605507,国邦药业,17.245,16.787,17.245,16.68,12988.0
2021-11-03,605507,国邦药业,16.823,17.037,17.059,16.816,9153.0
2021-11-04,605507,国邦药业,16.973,17.123,17.195,16.973,10161.0
2021-11-05,605507,国邦药业,17.016,16.966,17.245,16.952,9686.0
2021-11-08,605507,国邦药业,16.787,16.952,17.102,16.787,8915.0
2021-11-09,605507,国邦药业,16.987,17.773,17.916,16.952,33494.0
2021-11-10,605507,国邦药业,17.659,18.159,18.33,17.609,35795.0
2021-11-11,605507,国邦药业,18.037,18.173,18.28,17.895,21038.0
2021-11-12,605507,国邦药业,18.159,18.216,18.273,17.966,17640.0
2021-11-15,605507,国邦药业,18.316,19.002,19.173,18.316,41614.0
2021-11-16,605507,国邦药业,18.98,18.516,18.995,18.423,31579.0
2021-11-17,605507,国邦药业,18.43,18.409,18.495,18.18,15572.0
2021-11-18,605507,国邦药业,18.295,18.166,18.673,18.152,14873.0
2021-11-19,605507,国邦药业,18.173,18.33,18.402,18.173,10818.0
2021-11-22,605507,国邦药业,18.295,18.237,18.487,18.209,12498.0
2021-11-23,605507,国邦药业,18.23,18.087,18.28,18.066,13159.0
2021-11-24,605507,国邦药业,18.087,18.323,18.323,18.059,14145.0
2021-11-25,605507,国邦药业,18.295,18.537,18.566,18.252,18550.0
2021-11-26,605507,国邦药业,18.63,18.373,18.673,18.359,14260.0
2021-11-29,605507,国邦药业,18.087,18.23,18.559,18.08,13336.0
2021-11-30,605507,国邦药业,18.202,18.616,18.666,18.202,20060.0
2021-12-01,605507,国邦药业,18.537,18.58,18.716,18.452,15407.0
2021-12-02,605507,国邦药业,18.573,18.38,18.68,18.366,14638.0
2021-12-03,605507,国邦药业,18.309,18.359,18.473,18.273,9391.0
2021-12-06,605507,国邦药业,18.387,18.016,18.409,18.016,13768.0
2021-12-07,605507,国邦药业,18.016,17.773,18.195,17.666,11102.0
2021-12-08,605507,国邦药业,17.802,17.859,17.945,17.752,6661.0
2021-12-09,605507,国邦药业,17.866,17.93,18.002,17.866,7654.0
2021-12-10,605507,国邦药业,17.93,17.887,17.987,17.845,7056.0
2021-12-13,605507,国邦药业,17.859,17.752,17.859,17.723,12967.0
2021-12-14,605507,国邦药业,17.723,17.787,17.895,17.523,16735.0
2021-12-15,605507,国邦药业,17.752,17.745,17.823,17.687,8717.0
2021-12-16,605507,国邦药业,17.78,17.823,17.823,17.687,10062.0
2021-12-17,605507,国邦药业,17.88,17.837,17.995,17.802,13057.0
2021-12-20,605507,国邦药业,17.837,17.773,17.909,17.737,10095.0
2021-12-21,605507,国邦药业,17.752,18.337,18.337,17.73,25308.0
2021-12-22,605507,国邦药业,18.309,18.687,19.045,18.23,50363.0
2021-12-23,605507,国邦药业,18.58,18.337,18.687,18.287,29835.0
2021-12-24,605507,国邦药业,18.287,18.259,18.53,18.195,19271.0
2021-12-27,605507,国邦药业,18.309,18.587,18.602,18.216,24412.0
2021-12-28,605507,国邦药业,18.759,18.545,18.773,18.409,20643.0
2021-12-29,605507,国邦药业,18.509,18.466,18.687,18.43,19212.0
2021-12-30,605507,国邦药业,18.473,18.366,18.502,18.223,19164.0
2021-12-31,605507,国邦药业,18.423,18.952,19.423,18.373,45429.0
2022-01-04,605507,国邦药业,18.916,18.945,19.352,18.83,34299.0
2022-01-05,605507,国邦药业,18.866,18.416,18.916,18.287,28237.0
2022-01-06,605507,国邦药业,18.352,20.423,20.423,18.337,64495.0
2022-01-07,605507,国邦药业,20.402,20.559,21.073,19.98,161962.0
2022-01-10,605507,国邦药业,20.495,20.123,20.495,19.852,64764.0
2022-01-11,605507,国邦药业,20.109,20.252,20.916,20.002,74667.0
2022-01-12,605507,国邦药业,20.016,20.037,20.237,19.702,56314.0
2022-01-13,605507,国邦药业,20.066,19.552,20.28,19.509,53770.0
2022-01-14,605507,国邦药业,19.423,20.387,20.537,19.266,87148.0
2022-01-17,605507,国邦药业,20.395,21.13,21.445,19.866,131274.0
2022-01-18,605507,国邦药业,21.33,20.98,22.18,20.337,114457.0
2022-01-19,605507,国邦药业,20.43,19.723,20.63,19.573,73951.0
2022-01-20,605507,国邦药业,20.716,21.859,21.859,20.716,192655.0
2022-01-21,605507,国邦药业,20.637,19.93,21.187,19.93,180124.0
2022-01-24,605507,国邦药业,19.587,19.466,20.087,19.345,52065.0
2022-01-25,605507,国邦药业,19.345,19.002,20.252,19.002,62138.0
2022-01-26,605507,国邦药业,19.073,20.737,21.066,19.073,134343.0
2022-01-27,605507,国邦药业,21.023,21.023,21.609,20.487,102583.0
2022-01-28,605507,国邦药业,21.137,21.345,22.28,20.73,79367.0
2022-02-07,605507,国邦药业,21.573,20.859,21.645,19.787,47966.0
2022-02-08,605507,国邦药业,20.923,20.987,21.166,20.395,39805.0
2022-02-09,605507,国邦药业,20.945,20.687,20.945,20.166,42599.0
2022-02-10,605507,国邦药业,20.63,21.137,21.373,20.459,51726.0
2022-02-11,605507,国邦药业,20.937,20.716,21.687,20.58,59350.0
2022-02-14,605507,国邦药业,20.716,21.216,22.637,20.716,75202.0
2022-02-15,605507,国邦药业,20.716,19.645,20.859,19.523,106465.0
2022-02-16,605507,国邦药业,19.73,19.702,19.916,19.523,42081.0
2022-02-17,605507,国邦药业,19.573,18.566,19.573,18.516,93779.0
2022-02-18,605507,国邦药业,18.359,18.623,18.687,18.166,49754.0
2022-02-21,605507,国邦药业,18.63,19.016,19.066,18.566,40858.0
2022-02-22,605507,国邦药业,19.023,18.702,19.216,18.623,30700.0
2022-02-23,605507,国邦药业,18.709,18.702,18.902,18.63,26405.0
2022-02-24,605507,国邦药业,18.652,17.966,18.809,17.702,43173.0
2022-02-25,605507,国邦药业,18.009,18.58,18.802,18.002,36677.0
2022-02-28,605507,国邦药业,18.673,18.287,18.716,18.159,29059.0
2022-03-01,605507,国邦药业,18.395,18.416,18.452,18.259,14024.0
2022-03-02,605507,国邦药业,18.359,18.409,18.573,18.145,13700.0
2022-03-03,605507,国邦药业,18.409,18.673,18.773,18.345,24042.0
2022-03-04,605507,国邦药业,18.787,19.837,20.502,18.68,119243.0
2022-03-07,605507,国邦药业,19.816,19.902,20.373,19.409,78153.0
2022-03-08,605507,国邦药业,19.802,18.359,19.859,18.145,70374.0
2022-03-09,605507,国邦药业,18.33,17.916,18.537,17.295,35159.0
2022-03-10,605507,国邦药业,18.359,19.023,19.173,18.045,58097.0
2022-03-11,605507,国邦药业,19.073,19.016,19.395,18.723,62396.0
2022-03-14,605507,国邦药业,18.98,19.237,19.766,18.759,61929.0
2022-03-15,605507,国邦药业,18.723,20.366,21.323,18.416,213595.0
2022-03-16,605507,国邦药业,21.102,20.759,22.095,19.373,207331.0
2022-03-17,605507,国邦药业,19.795,22.252,23.002,19.766,269034.0
2022-03-18,605507,国邦药业,22.645,22.416,23.552,21.395,196205.0
2022-03-21,605507,国邦药业,21.93,22.459,23.395,21.902,163288.0
2022-03-22,605507,国邦药业,21.945,20.787,22.645,20.502,116780.0
2022-03-23,605507,国邦药业,20.787,22.459,23.03,20.78,268209.0
2022-03-24,605507,国邦药业,21.166,21.33,22.116,20.873,176727.0
2022-03-25,605507,国邦药业,21.273,23.63,23.63,20.973,206537.0
2022-03-28,605507,国邦药业,24.787,21.716,25.445,21.659,239740.0
2022-03-29,605507,国邦药业,21.673,21.502,22.402,21.045,127797.0
2022-03-30,605507,国邦药业,21.216,20.987,21.345,20.587,108420.0
2022-03-31,605507,国邦药业,20.802,20.195,21.202,20.18,110130.0
2022-04-01,605507,国邦药业,19.83,19.509,19.995,19.387,67046.0
2022-04-06,605507,国邦药业,19.659,19.573,19.923,19.43,43736.0
2022-04-07,605507,国邦药业,19.573,18.695,19.573,18.573,58258.0
2022-04-08,605507,国邦药业,18.687,18.445,18.923,18.209,35700.0
2022-04-11,605507,国邦药业,18.445,18.023,18.616,17.809,36303.0
2022-04-12,605507,国邦药业,18.002,18.287,18.323,17.93,25208.0
2022-04-13,605507,国邦药业,18.302,17.402,18.316,17.352,47857.0
2022-04-14,605507,国邦药业,17.523,17.623,17.795,17.459,22237.0
2022-04-15,605507,国邦药业,17.43,17.666,17.787,17.302,23847.0
2022-04-18,605507,国邦药业,17.58,17.759,17.83,17.266,20940.0
2022-04-19,605507,国邦药业,17.766,17.602,17.859,17.502,16354.0
2022-04-20,605507,国邦药业,17.587,17.045,17.773,16.937,26643.0
2022-04-21,605507,国邦药业,16.959,16.287,17.137,16.237,34821.0
2022-04-22,605507,国邦药业,16.287,15.895,16.33,15.845,23742.0
2022-04-25,605507,国邦药业,15.545,14.395,15.845,14.38,34315.0
2022-04-26,605507,国邦药业,14.359,13.859,14.68,13.737,28948.0
2022-04-27,605507,国邦药业,13.587,14.152,14.345,13.402,28571.0
2022-04-28,605507,国邦药业,14.28,14.202,14.923,14.059,33101.0
2022-04-29,605507,国邦药业,14.352,14.58,14.623,14.216,38170.0
2022-05-05,605507,国邦药业,14.502,14.723,14.923,14.316,34208.0
2022-05-06,605507,国邦药业,14.359,14.602,14.916,14.309,30574.0
2022-05-09,605507,国邦药业,14.623,14.959,14.987,14.623,29436.0
2022-05-10,605507,国邦药业,14.787,15.03,15.073,14.637,29921.0
2022-05-11,605507,国邦药业,14.952,14.966,15.466,14.909,36030.0
2022-05-12,605507,国邦药业,14.859,15.159,15.209,14.716,25304.0
2022-05-13,605507,国邦药业,15.18,15.323,15.452,15.116,24008.0
2022-05-16,605507,国邦药业,15.459,15.366,15.645,15.187,22263.0
2022-05-17,605507,国邦药业,15.216,15.216,15.459,14.759,29881.0
2022-05-18,605507,国邦药业,15.052,15.18,15.316,14.937,20126.0
2022-05-19,605507,国邦药业,14.93,15.009,15.145,14.83,19373.0
2022-05-20,605507,国邦药业,15.187,15.13,15.316,15.023,19572.0
2022-05-23,605507,国邦药业,15.202,15.587,15.645,15.187,27609.0
2022-05-24,605507,国邦药业,15.602,14.687,15.645,14.659,34045.0
2022-05-25,605507,国邦药业,14.88,14.809,14.93,14.566,15293.0
2022-05-26,605507,国邦药业,14.837,14.787,14.995,14.559,15969.0
2022-05-27,605507,国邦药业,14.787,14.723,14.945,14.652,14479.0
2022-05-30,605507,国邦药业,14.73,14.695,14.859,14.495,15243.0
2022-05-31,605507,国邦药业,14.759,15.009,15.102,14.502,23892.0
2022-06-01,605507,国邦药业,15.03,15.137,15.223,14.923,18164.0
2022-06-02,605507,国邦药业,15.18,15.145,15.223,14.937,15860.0
2022-06-06,605507,国邦药业,15.202,15.359,15.38,15.195,18217.0
2022-06-07,605507,国邦药业,15.452,15.502,15.53,15.237,22433.0
2022-06-08,605507,国邦药业,15.502,15.402,15.573,15.137,21415.0
2022-06-09,605507,国邦药业,15.373,15.13,15.38,15.052,14487.0
2022-06-10,605507,国邦药业,15.216,15.259,15.302,15.009,12416.0
2022-06-13,605507,国邦药业,15.345,15.316,15.359,15.087,15803.0
2022-06-14,605507,国邦药业,15.23,15.202,15.252,14.752,21750.0
2022-06-15,605507,国邦药业,15.202,15.295,15.473,15.159,20487.0
2022-06-16,605507,国邦药业,15.295,15.402,15.459,15.259,15885.0
2022-06-17,605507,国邦药业,15.287,15.373,15.409,15.109,14552.0
2022-06-20,605507,国邦药业,15.359,15.809,15.866,15.359,30358.0
2022-06-21,605507,国邦药业,15.823,15.566,15.823,15.437,19586.0
2022-06-22,605507,国邦药业,15.559,15.359,15.687,15.309,16907.0
2022-06-23,605507,国邦药业,15.337,15.487,15.53,15.245,12254.0
2022-06-24,605507,国邦药业,15.487,15.68,15.745,15.487,19589.0
2022-06-27,605507,国邦药业,15.723,15.687,15.895,15.616,19601.0
2022-06-28,605507,国邦药业,15.68,15.795,15.902,15.502,16908.0
2022-06-29,605507,国邦药业,15.916,15.537,15.916,15.53,18682.0
2022-06-30,605507,国邦药业,15.559,15.752,15.802,15.537,15751.0
2022-07-01,605507,国邦药业,15.737,15.737,15.83,15.587,12932.0
2022-07-04,605507,国邦药业,15.752,15.945,15.995,15.695,18722.0
2022-07-05,605507,国邦药业,15.937,15.766,15.945,15.58,21059.0
2022-07-06,605507,国邦药业,15.68,15.609,15.83,15.545,14058.0
2022-07-07,605507,国邦药业,15.609,15.516,15.652,15.502,12737.0
2022-07-08,605507,国邦药业,15.502,15.623,15.773,15.487,13184.0
2022-07-11,605507,国邦药业,15.645,15.737,15.902,15.559,23958.0
2022-07-12,605507,国邦药业,15.652,15.202,15.666,15.202,22168.0
2022-07-13,605507,国邦药业,15.23,15.195,15.302,15.13,11593.0
2022-07-14,605507,国邦药业,15.23,15.38,15.416,15.145,11229.0
2022-07-15,605507,国邦药业,15.295,15.145,15.43,15.13,10880.0
2022-07-18,605507,国邦药业,15.023,15.316,15.352,15.023,9950.0
2022-07-19,605507,国邦药业,15.352,15.83,15.916,15.245,27420.0
2022-07-20,605507,国邦药业,15.83,15.837,15.895,15.723,17516.0
2022-07-21,605507,国邦药业,15.823,15.63,15.823,15.609,17716.0
2022-07-22,605507,国邦药业,15.737,15.48,15.816,15.359,14725.0
2022-07-25,605507,国邦药业,15.48,15.366,15.63,15.337,11518.0
2022-07-26,605507,国邦药业,15.43,15.345,15.452,15.187,12243.0
2022-07-27,605507,国邦药业,15.295,15.487,15.502,15.266,12515.0
2022-07-28,605507,国邦药业,15.502,15.423,15.573,15.409,11365.0
2022-07-29,605507,国邦药业,15.423,15.323,15.537,15.302,12002.0
2022-08-01,605507,国邦药业,15.323,15.202,15.345,15.187,11369.0
2022-08-02,605507,国邦药业,14.995,14.137,14.995,13.773,41947.0
2022-08-03,605507,国邦药业,14.202,14.009,14.366,13.995,14435.0
2022-08-04,605507,国邦药业,14.066,14.145,14.23,13.916,11239.0
2022-08-05,605507,国邦药业,14.152,14.287,14.295,14.123,12928.0
2022-08-08,605507,国邦药业,14.416,14.373,14.502,14.345,18133.0
2022-08-09,605507,国邦药业,14.373,14.209,14.43,14.087,21584.0
2022-08-10,605507,国邦药业,14.195,13.966,14.195,13.909,20730.0
2022-08-11,605507,国邦药业,14.016,14.195,14.33,14.009,29177.0
2022-08-12,605507,国邦药业,14.216,14.245,14.495,14.173,34278.0
2022-08-15,605507,国邦药业,14.287,14.166,14.309,14.059,14636.0
2022-08-16,605507,国邦药业,14.202,14.259,14.273,14.166,16036.0
2022-08-17,605507,国邦药业,14.216,14.316,14.33,14.216,16845.0
2022-08-18,605507,国邦药业,14.323,14.216,14.323,14.159,11670.0
2022-08-19,605507,国邦药业,14.216,14.18,14.323,14.18,14307.0
2022-08-22,605507,国邦药业,15.123,15.487,15.645,14.63,122166.0
2022-08-23,605507,国邦药业,15.545,15.673,15.895,15.352,80136.0
2022-08-24,605507,国邦药业,15.602,15.366,15.802,15.259,52134.0
2022-08-25,605507,国邦药业,15.33,15.787,15.923,15.323,55103.0
2022-08-26,605507,国邦药业,15.652,15.966,16.002,15.573,50532.0
2022-08-29,605507,国邦药业,15.93,16.795,16.916,15.709,83479.0
2022-08-30,605507,国邦药业,16.609,16.609,16.866,16.395,51714.0
2022-08-31,605507,国邦药业,16.573,16.073,16.716,16.002,44691.0
2022-09-01,605507,国邦药业,16.102,16.209,16.53,15.873,40634.0
2022-09-02,605507,国邦药业,16.18,15.923,16.345,15.816,35120.0
2022-09-05,605507,国邦药业,16.116,15.966,16.116,15.752,26749.0
2022-09-06,605507,国邦药业,16.059,16.645,16.709,15.88,52949.0
2022-09-07,605507,国邦药业,16.93,17.123,17.716,16.716,90244.0
2022-09-08,605507,国邦药业,17.123,17.002,17.595,16.723,62313.0
2022-09-09,605507,国邦药业,16.816,16.937,17.152,16.802,27478.0
2022-09-13,605507,国邦药业,16.873,17.123,17.395,16.773,34861.0
2022-09-14,605507,国邦药业,16.866,17.037,17.352,16.666,26446.0
2022-09-15,605507,国邦药业,17.237,16.852,17.252,16.595,27518.0
2022-09-16,605507,国邦药业,16.766,16.33,16.959,16.302,29797.0
2022-09-19,605507,国邦药业,16.359,16.359,16.73,16.037,27689.0
2022-09-20,605507,国邦药业,16.359,16.016,16.616,15.895,22520.0
2022-09-21,605507,国邦药业,15.902,16.152,16.302,15.787,22771.0
2022-09-22,605507,国邦药业,16.159,15.859,16.295,15.845,18306.0
2022-09-23,605507,国邦药业,15.823,15.28,16.13,15.216,23848.0
2022-09-26,605507,国邦药业,15.359,15.309,15.895,15.145,21770.0
2022-09-27,605507,国邦药业,15.623,16.287,16.287,15.387,44062.0
2022-09-28,605507,国邦药业,16.209,16.273,16.545,16.166,38286.0
2022-09-29,605507,国邦药业,16.416,16.502,16.852,16.28,34535.0
2022-09-30,605507,国邦药业,16.495,16.809,16.895,16.43,32547.0
2022-10-10,605507,国邦药业,16.837,16.973,17.223,16.752,40685.0
2022-10-11,605507,国邦药业,16.795,16.752,16.98,16.43,20876.0
2022-10-12,605507,国邦药业,16.766,17.273,17.28,16.502,35293.0
2022-10-13,605507,国邦药业,17.18,17.666,17.845,17.08,44452.0
2022-10-14,605507,国邦药业,17.566,18.602,18.859,17.566,83938.0
2022-10-17,605507,国邦药业,18.573,18.509,18.695,18.287,51476.0
2022-10-18,605507,国邦药业,18.645,19.166,19.359,18.216,77182.0
2022-10-19,605507,国邦药业,19.566,18.216,21.202,17.78,146447.0
2022-10-20,605507,国邦药业,18.473,17.309,18.673,17.287,90951.0
2022-10-21,605507,国邦药业,17.316,17.859,17.98,17.28,62023.0
2022-10-24,605507,国邦药业,17.787,17.787,18.095,17.416,56734.0
